enterprise_value,signing_date,industry_sector,client_name,target_inc_country,percentage_to_be_sold
47000,2026-04-01,retail,Tobe PLC,GLP,38
161000,2023-01-01,creative,Barnes Ltd,NOR,82
107000,2023-01-01,finance,Hurlock International,FSM,43
186000,2026-04-01,creative,Hickling SA,UGA,90
186000,2021-12-31,manufacturing,Begum GmbH,BDI,6
194000,2022-07-07,retail,Kenney GmbH,GBR,97
50000,2023-01-01,finance,Drish International,SSD,59
176000,2023-01-01,creative,Cotton Ltd,MCO,42
195000,2023-01-01,retail,Pearson Inc,SLB,74
175000,2023-01-01,infrastructure,Kwan SA,ALB,74
122000,2022-10-11,finance,Fairbairn GmbH,GEO,93
159000,2022-10-11,manufacturing,Carden PLC,SVN,69
189000,2026-04-01,manufacturing,Hertenstein Ltd,ZAF,31
166000,2026-04-01,manufacturing,Rogers Ltd,URY,25
125000,2026-04-01,retail,Edwards PLC,PCN,46
19000,2026-04-01,retail,Greenlaw PLC,PLW,2
61000,2022-10-11,retail,Hatch PLC,CHN,46
46000,2021-12-31,creative,Shepherd GmbH,GUM,20
65000,2022-10-11,infrastructure,Boyer GmbH,MLT,36
62000,2021-12-31,infrastructure,Jones SA,CYM,4
61000,2023-01-01,infrastructure,Scowden International,DJI,51
177000,2023-01-01,infrastructure,Poucher Ltd,SXM,89
171000,2022-10-11,creative,Jennings Ltd,YEM,76
181000,2023-01-01,retail,Yale PLC,MUS,54
154000,2026-04-01,finance,Noguera SA,FSM,20
47000,2022-10-11,finance,Defosses GmbH,TZA,97
192000,2026-04-01,retail,Holland Ltd,OMN,41
67000,2022-10-11,finance,Mccune PLC,IRL,76
138000,2022-07-07,creative,Sutton Ltd,LIE,26
47000,2023-01-01,retail,Walker SA,ATG,96
176000,2026-04-01,creative,Howard GmbH,MNP,60
67000,2022-10-11,retail,Seely Ltd,LUX,94
60000,2026-04-01,finance,Anguiano SA,BGR,54
54000,2026-04-01,retail,Gaydos GmbH,BFA,85
12000,2023-01-01,infrastructure,Lombard PLC,MTQ,53
161000,2026-04-01,manufacturing,Carter International,FRO,100
187000,2022-07-07,infrastructure,Cochrane GmbH,ATA,80
165000,2021-12-31,manufacturing,Lasley Inc,ATA,66
28000,2022-10-11,infrastructure,Fowler GmbH,ARM,91
121000,2023-01-01,retail,Eagleton SA,TUR,69
103000,2026-04-01,infrastructure,Drennon Inc,GMB,71
39000,2022-07-07,finance,Bale International,CAF,64
17000,2022-07-07,infrastructure,Augustine PLC,JPN,63
9000,2026-04-01,infrastructure,Deleon International,SOM,33
17000,2026-04-01,manufacturing,Robarge International,ZAF,4
192000,2026-04-01,infrastructure,Smith GmbH,IRL,64
152000,2026-04-01,manufacturing,Goodman International,HKG,62
61000,2023-01-01,infrastructure,Defenbaugh Ltd,NIC,58
88000,2022-07-07,infrastructure,Grande PLC,CYM,76
191000,2026-04-01,manufacturing,Campbell Ltd,WSM,13
45000,2026-04-01,creative,Lewis International,SXM,43
16000,2021-12-31,retail,Woods Ltd,AGO,69
198000,2026-04-01,infrastructure,Acuna SA,BRB,92
185000,2026-04-01,retail,Bird International,PRI,63
44000,2026-04-01,infrastructure,Hudgens PLC,GHA,47
12000,2023-01-01,creative,Engel GmbH,AUS,11
117000,2021-12-31,creative,Reader PLC,GNB,79
136000,2022-10-11,manufacturing,Morguson SA,IRN,50
51000,2021-12-31,finance,Schell PLC,FSM,54
101000,2022-10-11,manufacturing,Vaughn International,CRI,54
172000,2022-07-07,retail,Bostwick Inc,SGP,50
135000,2026-04-01,retail,Martinez PLC,JAM,2
38000,2022-10-11,creative,Ramos Inc,ROU,6
113000,2022-07-07,manufacturing,Raab Ltd,MDV,31
73000,2022-07-07,manufacturing,Ambriz SA,VEN,50
40000,2022-07-07,finance,Pridgen SA,SYC,36
92000,2021-12-31,finance,Allred SA,NOR,54
108000,2022-10-11,infrastructure,Johnson International,PHL,2
47000,2022-07-07,manufacturing,Carter Inc,RUS,18
160000,2026-04-01,retail,Gonzales Ltd,FLK,76
190000,2022-07-07,retail,Campbell SA,GMB,97
36000,2022-10-11,creative,Hebner PLC,GMB,90
26000,2021-12-31,creative,West Ltd,RUS,79
107000,2023-01-01,manufacturing,Burgess SA,LUX,73
158000,2021-12-31,finance,Halley GmbH,MAC,74
32000,2021-12-31,infrastructure,Fox SA,ATF,41
99000,2022-07-07,infrastructure,Macleod International,NAM,11
176000,2021-12-31,infrastructure,Porter Ltd,IMN,29
67000,2022-10-11,retail,Cooper SA,LTU,23
7000,2022-10-11,retail,Savic GmbH,MYS,16
11000,2023-01-01,creative,Brown International,REU,85
196000,2023-01-01,infrastructure,Stricklin Inc,SUR,30
76000,2021-12-31,finance,Belanger Ltd,GAB,71
17000,2022-07-07,manufacturing,Thomas SA,BWA,73
52000,2026-04-01,infrastructure,Porter Ltd,BWA,46
140000,2023-01-01,creative,Fitzgerald PLC,HKG,60
127000,2026-04-01,retail,Barnette Inc,SXM,36
84000,2021-12-31,creative,Poque PLC,NPL,41
114000,2026-04-01,infrastructure,Smith Inc,SWZ,74
95000,2026-04-01,creative,Skerrett International,EST,47
167000,2022-07-07,finance,Adams PLC,LVA,50
107000,2026-04-01,manufacturing,Simmons Ltd,BIH,77
78000,2022-10-11,manufacturing,Pavlosky PLC,MNP,65
4000,2022-10-11,creative,Smith International,GIB,29
160000,2021-12-31,infrastructure,Davis Ltd,UKR,13
113000,2021-12-31,manufacturing,Helquist PLC,ARG,6
19000,2023-01-01,finance,Welch PLC,YEM,44
72000,2021-12-31,infrastructure,Dixon Ltd,IOT,44
95000,2023-01-01,manufacturing,Slager GmbH,COK,74
81000,2026-04-01,finance,Robinson International,WLF,50
177000,2022-10-11,manufacturing,Strahl Inc,ALA,67
41000,2022-10-11,manufacturing,Keitt Inc,EGY,30
67000,2023-01-01,retail,Emmons GmbH,CCK,18
64000,2022-07-07,creative,Hagood Ltd,KIR,48
196000,2021-12-31,finance,Amoa SA,PER,32
96000,2026-04-01,retail,Long SA,SYR,18
21000,2023-01-01,retail,Cochran PLC,OMN,65
56000,2023-01-01,retail,Whitehead PLC,UGA,61
127000,2021-12-31,finance,Casale GmbH,FJI,72
129000,2026-04-01,creative,Lopez GmbH,KEN,36
87000,2023-01-01,finance,Keyes SA,MKD,31
189000,2021-12-31,infrastructure,Morrow Ltd,SJM,70
193000,2021-12-31,retail,Shore Ltd,SRB,53
82000,2026-04-01,manufacturing,Tharp Inc,ATF,90
130000,2023-01-01,infrastructure,Hatfield Ltd,ARE,13
182000,2021-12-31,finance,Lorenzen PLC,SPM,50
1000,2021-12-31,retail,Jones International,LVA,75
189000,2023-01-01,retail,Molina PLC,GUY,49
132000,2026-04-01,infrastructure,Bowman International,SUR,86
56000,2021-12-31,infrastructure,Deroche PLC,MYT,29
102000,2022-07-07,finance,Chase SA,SLV,19
41000,2021-12-31,creative,Bush SA,GUY,77
116000,2022-10-11,creative,Warren PLC,BGD,4
162000,2023-01-01,finance,Cowles SA,LUX,75
44000,2022-07-07,retail,Moore PLC,WLF,51
100000,2022-07-07,infrastructure,Heuck Inc,DEU,49
127000,2023-01-01,infrastructure,Chang SA,SYC,1
179000,2022-07-07,retail,Moore Ltd,MRT,7
50000,2021-12-31,manufacturing,Lemon PLC,MRT,34
27000,2021-12-31,infrastructure,Williamson GmbH,WLF,37
157000,2022-10-11,creative,Griffin International,ROU,12
96000,2022-07-07,infrastructure,Tucker Inc,MEX,87
131000,2021-12-31,infrastructure,Hayes PLC,GRL,98
181000,2022-10-11,finance,Cadet PLC,EGY,43
191000,2022-10-11,infrastructure,Cates International,AIA,12
44000,2026-04-01,retail,Tucker SA,SEN,91
73000,2021-12-31,retail,Dalton Inc,ISR,39
147000,2026-04-01,infrastructure,Hooser SA,COL,12
55000,2022-07-07,creative,Woodrow Ltd,GUM,28
194000,2026-04-01,creative,Vazquez International,NFK,60
131000,2026-04-01,manufacturing,Alanis Ltd,CRI,7
181000,2021-12-31,manufacturing,Carson PLC,MWI,45
7000,2023-01-01,manufacturing,Schoonover International,TUN,45
93000,2022-10-11,manufacturing,Hensley Inc,LCA,50
102000,2021-12-31,creative,Kite GmbH,IRL,52
184000,2022-07-07,infrastructure,Jacobs GmbH,GRD,39
124000,2022-10-11,finance,Stevens Ltd,SGS,36
180000,2021-12-31,manufacturing,Perryman GmbH,SWE,18
197000,2022-07-07,manufacturing,Silver Ltd,MDV,28
171000,2022-07-07,creative,Ochoa Ltd,VAT,42
150000,2021-12-31,finance,Costanzo Ltd,EST,9
123000,2026-04-01,manufacturing,Stinson SA,BGR,95
130000,2022-10-11,creative,Seawood SA,MTQ,21
65000,2022-10-11,retail,Irwin Inc,RUS,40
47000,2022-07-07,manufacturing,Bartholomew PLC,BMU,17
156000,2026-04-01,finance,Blackwelder SA,ATG,44
172000,2026-04-01,infrastructure,Mckinney PLC,CZE,57
28000,2022-10-11,creative,Perry International,NER,14
65000,2026-04-01,manufacturing,Kunde Inc,ATA,65
95000,2021-12-31,finance,Garza SA,IND,93
58000,2023-01-01,finance,Brannan Ltd,VGB,11
198000,2023-01-01,creative,Kluz Ltd,TTO,52
194000,2022-07-07,manufacturing,White GmbH,UKR,52
122000,2021-12-31,infrastructure,Romero Ltd,SWE,88
6000,2021-12-31,manufacturing,Gentry Inc,JAM,91
189000,2022-10-11,finance,Mccann GmbH,SEN,13
179000,2022-10-11,finance,Reale Inc,TCD,12
58000,2022-10-11,creative,Silver PLC,PRT,10
183000,2022-07-07,creative,Strickland GmbH,LCA,41
135000,2022-07-07,manufacturing,Schmitt Ltd,DZA,39
122000,2021-12-31,manufacturing,Maynard Inc,GTM,35
174000,2022-10-11,manufacturing,Wedge Ltd,LSO,21
106000,2022-07-07,creative,Slade GmbH,MAF,13
50000,2021-12-31,retail,Winters PLC,SYR,30
197000,2026-04-01,creative,Wilson Inc,ERI,52
177000,2022-07-07,retail,Stjean Inc,PRK,23
154000,2022-07-07,infrastructure,Lineberry SA,NAM,41
103000,2026-04-01,manufacturing,Vacheresse International,ESP,92
139000,2026-04-01,retail,Young GmbH,WLF,38
16000,2023-01-01,infrastructure,Jones PLC,PAK,94
168000,2023-01-01,infrastructure,Levy SA,MDG,84
142000,2026-04-01,creative,Dennis SA,MLI,20
176000,2021-12-31,retail,Beasley International,MNP,96
140000,2022-10-11,finance,Flores PLC,FJI,53
36000,2022-07-07,finance,Bush GmbH,VAT,82
163000,2026-04-01,finance,Stevenson Inc,SWZ,33
84000,2026-04-01,creative,Kershner Inc,HRV,22
12000,2022-07-07,finance,Hills PLC,BLR,89
194000,2023-01-01,retail,Quintana International,CXR,33
181000,2022-10-11,infrastructure,Koetje SA,IRQ,4
74000,2022-07-07,creative,Mccrossen GmbH,BGD,90
185000,2022-07-07,creative,Estrada Inc,LBR,41
81000,2023-01-01,infrastructure,Carey Inc,BVT,42
86000,2022-07-07,manufacturing,Olson SA,JOR,45
193000,2021-12-31,infrastructure,Sanabria SA,VAT,96
86000,2023-01-01,finance,Webb SA,SMR,88
155000,2023-01-01,retail,Vogel GmbH,TON,24
13000,2026-04-01,retail,Eldred Inc,COL,51
44000,2021-12-31,retail,Martin Inc,NLD,67
66000,2021-12-31,infrastructure,Fitzgerald International,TCD,74
142000,2026-04-01,retail,Freels International,COK,14
37000,2021-12-31,manufacturing,Alvarez GmbH,AFG,72
163000,2021-12-31,manufacturing,Dauzat International,CAN,45
123000,2023-01-01,finance,Ramirez Ltd,MAC,44
89000,2022-07-07,manufacturing,Ashley GmbH,ALB,92
193000,2026-04-01,finance,Dickerson Inc,BES,79
107000,2023-01-01,infrastructure,Mair GmbH,NFK,53
19000,2023-01-01,finance,Persad PLC,SUR,32
134000,2023-01-01,retail,Gautreaux International,MOZ,48
156000,2026-04-01,manufacturing,Genna SA,NGA,86
91000,2021-12-31,creative,Desjardins SA,CXR,29
181000,2023-01-01,infrastructure,Nichols GmbH,CYP,95
7000,2021-12-31,creative,Simms SA,VNM,71
89000,2021-12-31,infrastructure,Lombardi Inc,MDV,5
194000,2026-04-01,infrastructure,Jackson Inc,CHN,38
37000,2021-12-31,finance,Crawford Inc,BMU,71
57000,2026-04-01,finance,Brinton Inc,JEY,84
113000,2026-04-01,manufacturing,Pough Ltd,BWA,72
193000,2022-10-11,retail,Cole SA,ERI,64
194000,2026-04-01,manufacturing,Solomon SA,PRK,99
188000,2026-04-01,finance,Allen International,CXR,7
193000,2022-10-11,manufacturing,Cockrell GmbH,SUR,46
140000,2026-04-01,infrastructure,Anderson Inc,ISL,40
1000,2023-01-01,finance,Hassan GmbH,MDG,92
80000,2022-07-07,creative,Miles PLC,PRT,85
70000,2021-12-31,finance,Wade Ltd,MDA,22
134000,2022-07-07,finance,Quear Ltd,SWZ,82
122000,2026-04-01,infrastructure,Buzzell International,TKM,84
1000,2023-01-01,manufacturing,Timmins International,GRD,33
186000,2022-10-11,infrastructure,Grimes PLC,TJK,20
73000,2026-04-01,creative,Argubright International,SRB,80
87000,2021-12-31,creative,Bridges SA,CCK,17
59000,2021-12-31,infrastructure,Jim International,PRT,13
150000,2023-01-01,creative,Ortega Inc,MHL,71
180000,2023-01-01,manufacturing,Wright SA,PER,16
159000,2022-07-07,infrastructure,Conover GmbH,SXM,22
83000,2026-04-01,manufacturing,Bradshaw PLC,CIV,1
108000,2022-07-07,creative,Garza Ltd,SUR,18
149000,2022-10-11,infrastructure,Smith Inc,AGO,64
37000,2026-04-01,manufacturing,Nelson Ltd,MNG,72
111000,2023-01-01,retail,Maloy GmbH,UZB,90
138000,2022-10-11,retail,Schlueter International,CAF,23
58000,2022-10-11,infrastructure,Mills PLC,LVA,24
15000,2021-12-31,infrastructure,Ramirez GmbH,CMR,59
37000,2023-01-01,infrastructure,Cutshall SA,AUT,45
103000,2023-01-01,retail,Williams Ltd,MWI,97
76000,2023-01-01,creative,Yates International,ISL,55
46000,2021-12-31,retail,Mccrae GmbH,NRU,20
187000,2021-12-31,retail,Weaver Inc,BDI,1
99000,2021-12-31,manufacturing,Paulson Inc,SJM,51
129000,2021-12-31,manufacturing,Trojanowski GmbH,BES,32
42000,2022-10-11,creative,Lisa Inc,MLT,64
116000,2022-10-11,retail,Blow Ltd,GRC,66
182000,2022-10-11,creative,Mortensen Ltd,IDN,83
74000,2022-10-11,infrastructure,Byassee International,FRA,41
45000,2022-10-11,creative,Wilson Inc,KOR,76
123000,2023-01-01,finance,Miller Ltd,CAN,4
19000,2021-12-31,manufacturing,Monroe SA,NIU,39
166000,2023-01-01,finance,Anderson Ltd,FRA,94
145000,2022-10-11,retail,Middleton International,LVA,10
29000,2022-07-07,retail,Thornley PLC,ATA,54
84000,2023-01-01,retail,Espinal SA,PYF,7
110000,2022-07-07,manufacturing,Sullivan Ltd,EST,55
12000,2021-12-31,infrastructure,Pittman GmbH,BRA,19
167000,2022-10-11,retail,Gompf GmbH,ATG,79
143000,2023-01-01,infrastructure,Schrum Inc,VNM,81
11000,2026-04-01,manufacturing,Espinoza Ltd,HMD,63
60000,2026-04-01,finance,Salberg GmbH,CAF,8
139000,2022-10-11,infrastructure,Hartley GmbH,MDA,51
5000,2023-01-01,retail,Moore SA,PHL,9
63000,2026-04-01,creative,Fitzgerald Inc,CCK,74
100000,2021-12-31,creative,Weaver International,UKR,97
75000,2023-01-01,creative,Turner SA,MTQ,38
45000,2021-12-31,infrastructure,Brown Ltd,JOR,43
16000,2022-10-11,infrastructure,Simmon Inc,THA,71
100000,2021-12-31,infrastructure,Plummer GmbH,BIH,98
39000,2022-07-07,manufacturing,Evans PLC,MYS,2
119000,2021-12-31,retail,Lamb GmbH,TKM,44
194000,2022-10-11,infrastructure,Meyers Inc,FSM,22
37000,2022-07-07,creative,Schoenberger SA,ZAF,3
114000,2022-10-11,infrastructure,Clark Inc,ATF,63
176000,2026-04-01,creative,Howe Inc,MNE,63
179000,2022-10-11,infrastructure,Barbour Ltd,MAC,94
56000,2026-04-01,retail,Herz Inc,MUS,46
181000,2023-01-01,infrastructure,Lopez Inc,BLM,54
21000,2021-12-31,finance,Crawford International,SLV,15
143000,2022-10-11,finance,Hardaway GmbH,BIH,25
156000,2026-04-01,infrastructure,Bloom PLC,NPL,9
55000,2022-07-07,manufacturing,Gagne International,BWA,37
190000,2023-01-01,finance,Baker Inc,SDN,25
161000,2021-12-31,infrastructure,Abshire SA,DEU,15
64000,2023-01-01,manufacturing,Avans SA,CXR,17
60000,2023-01-01,creative,Pierson International,LBN,73
45000,2021-12-31,retail,Wright PLC,CYM,13
100000,2023-01-01,infrastructure,Starrs GmbH,SRB,40
18000,2026-04-01,infrastructure,Mcclenon International,ESH,4
167000,2022-07-07,retail,Ryan International,KHM,39
14000,2023-01-01,creative,Meyer GmbH,BWA,39
166000,2022-10-11,manufacturing,Pemberton Inc,IRQ,11
179000,2022-07-07,creative,Nunez PLC,SAU,48
161000,2022-07-07,creative,Copeland GmbH,SXM,12
76000,2023-01-01,finance,Cornelia SA,MEX,86
59000,2021-12-31,retail,Cisneros Ltd,VUT,1
184000,2021-12-31,finance,Johnson Inc,GRC,16
168000,2022-10-11,finance,Vazquez SA,WLF,96
138000,2022-10-11,finance,Mroz GmbH,MWI,29
116000,2022-10-11,retail,Webster International,BGR,75
68000,2022-10-11,infrastructure,Kahn SA,NGA,100
57000,2022-10-11,finance,Walker GmbH,MNP,33
65000,2021-12-31,manufacturing,Smith GmbH,MLI,96
187000,2022-07-07,retail,Correia SA,BRN,93
28000,2022-07-07,manufacturing,Olivia SA,MWI,38
10000,2022-07-07,creative,Burrington GmbH,PLW,96
63000,2026-04-01,creative,Brown Inc,SRB,12
172000,2022-10-11,infrastructure,Cordova GmbH,LBR,78
125000,2023-01-01,manufacturing,Staples Ltd,SXM,62
51000,2021-12-31,retail,Graham GmbH,GLP,34
1000,2026-04-01,infrastructure,Mims SA,MYS,34
23000,2023-01-01,finance,Hart SA,GIB,87
155000,2022-10-11,finance,Gould SA,USA,59
44000,2022-10-11,infrastructure,Youngdahl Inc,BRN,26
9000,2023-01-01,retail,Davis Inc,MNE,62
138000,2023-01-01,creative,Peterson Ltd,RUS,22
66000,2021-12-31,retail,Scott PLC,ATF,83
37000,2021-12-31,manufacturing,Rivera SA,COK,62
41000,2023-01-01,creative,Wilson Ltd,DJI,82
142000,2023-01-01,infrastructure,Linkous Inc,DNK,74
137000,2023-01-01,manufacturing,Smith PLC,AFG,29
131000,2026-04-01,finance,Garcia International,COD,74
35000,2023-01-01,finance,Koehler Ltd,BMU,22
138000,2022-07-07,finance,Taylor GmbH,PCN,77
177000,2022-10-11,retail,Guin SA,SGS,69
185000,2021-12-31,manufacturing,Kieser International,CAF,90
96000,2021-12-31,manufacturing,Fenderson International,ISR,98
26000,2022-07-07,finance,Petronella PLC,COD,44
73000,2023-01-01,retail,Decker Ltd,DEU,20
57000,2023-01-01,retail,Madlock International,YEM,81
59000,2022-07-07,finance,Marin GmbH,IRN,81
152000,2022-10-11,manufacturing,Smith GmbH,BWA,15
66000,2022-10-11,creative,Amaya Inc,HUN,28
23000,2022-10-11,finance,Giglio SA,PSE,5
12000,2026-04-01,manufacturing,Kelley SA,MNP,29
7000,2026-04-01,finance,Bennett SA,NRU,53
8000,2022-10-11,manufacturing,Vanorden PLC,IDN,39
155000,2026-04-01,manufacturing,Seller International,UMI,24
131000,2023-01-01,finance,Longoria SA,LIE,14
54000,2022-10-11,retail,Thompson International,MAC,3
165000,2022-10-11,infrastructure,Newbold Inc,LTU,94
98000,2026-04-01,manufacturing,Padilla GmbH,MHL,25
154000,2026-04-01,manufacturing,Warren International,MLT,72
198000,2021-12-31,creative,Matthews Ltd,TWN,77
147000,2021-12-31,finance,Santiago International,NZL,28
178000,2022-10-11,finance,Herring PLC,MRT,97
128000,2022-10-11,infrastructure,Spannuth International,MMR,66
161000,2023-01-01,infrastructure,Chamberlin International,SJM,18
182000,2022-10-11,creative,Botz Ltd,MDA,50
120000,2021-12-31,manufacturing,Boyd SA,ESH,45
70000,2022-07-07,manufacturing,Lee Ltd,ATG,86
141000,2022-10-11,creative,Maher Inc,CPV,82
15000,2023-01-01,infrastructure,Jagger PLC,POL,63
75000,2026-04-01,creative,Hausler Inc,SDN,88
71000,2022-07-07,finance,Ross Ltd,HUN,84
58000,2021-12-31,finance,Fleck SA,DEU,92
156000,2022-07-07,finance,Strate PLC,TCD,42
105000,2023-01-01,creative,Sims PLC,BHR,10
197000,2022-07-07,infrastructure,Walker International,NRU,47
15000,2023-01-01,retail,Holt Inc,NIU,2
16000,2023-01-01,creative,Rzeczycki GmbH,GUY,95
37000,2021-12-31,finance,Coffman GmbH,CMR,33
195000,2023-01-01,finance,Huh Inc,ETH,14
157000,2021-12-31,manufacturing,Rogers GmbH,CAF,37
38000,2021-12-31,finance,Mckenzie PLC,KAZ,25
87000,2021-12-31,finance,Roorda GmbH,VGB,14
118000,2021-12-31,retail,Estrada International,LBR,25
193000,2023-01-01,finance,Alexander SA,YEM,63
183000,2023-01-01,retail,Dykes International,MAF,39
20000,2023-01-01,finance,Babcock Ltd,SSD,72
190000,2023-01-01,creative,Burgess SA,TUR,8
59000,2023-01-01,manufacturing,Madison International,EST,79
167000,2021-12-31,finance,Maltba Inc,TJK,42
53000,2023-01-01,infrastructure,Hickman International,ISR,73
81000,2023-01-01,manufacturing,Richardson PLC,SSD,56
84000,2023-01-01,retail,Alexander Ltd,CIV,67
29000,2023-01-01,finance,Sabino Ltd,ISR,77
156000,2022-07-07,infrastructure,Bell Ltd,CPV,77
197000,2022-07-07,manufacturing,Moore SA,SGP,13
43000,2023-01-01,manufacturing,Barber SA,NZL,77
194000,2026-04-01,retail,Sinicki Ltd,DMA,17
199000,2022-10-11,creative,Escarcega GmbH,SHN,70
67000,2022-07-07,manufacturing,Carter PLC,DNK,14
98000,2022-07-07,finance,Whitfill PLC,ABW,27
146000,2022-10-11,manufacturing,Minardi International,BVT,23
146000,2022-10-11,creative,Cramer Inc,PYF,50
59000,2023-01-01,manufacturing,Pass International,MYS,23
6000,2023-01-01,manufacturing,Brown PLC,CHE,38
144000,2022-07-07,retail,Look PLC,MSR,88
114000,2022-07-07,retail,Buckley International,SYC,64
179000,2021-12-31,manufacturing,Akin PLC,NOR,22
173000,2026-04-01,manufacturing,Jeter Inc,GNB,19
60000,2021-12-31,creative,Richard International,GIN,67
107000,2026-04-01,manufacturing,Hinkley SA,TWN,87
14000,2023-01-01,retail,Ray Ltd,HKG,41
185000,2023-01-01,retail,Lemus SA,BHS,47
28000,2023-01-01,finance,David Ltd,TWN,40
48000,2022-10-11,manufacturing,Weeks GmbH,TUR,76
90000,2022-07-07,creative,Tutt Ltd,PLW,43
95000,2021-12-31,infrastructure,Scarborough SA,ZMB,29
30000,2021-12-31,finance,Stone International,UMI,89
103000,2026-04-01,retail,Andrews Inc,FRO,34
110000,2023-01-01,finance,Kates Inc,DJI,65
104000,2022-10-11,infrastructure,Siske PLC,LBR,28
111000,2023-01-01,manufacturing,Bolduc International,SMR,22
53000,2022-10-11,retail,Hardy SA,MLI,40
43000,2026-04-01,manufacturing,Colbert Ltd,GIN,8
114000,2022-10-11,finance,Ruiz GmbH,BMU,90
175000,2023-01-01,finance,Romanik Ltd,ZAF,100
37000,2022-10-11,retail,Romo SA,ECU,35
30000,2023-01-01,infrastructure,Handy SA,STP,47
112000,2022-10-11,infrastructure,Lawalin SA,GRD,92
32000,2026-04-01,finance,Brown Ltd,ATG,90
173000,2023-01-01,infrastructure,Paredes Ltd,BHR,76
107000,2022-07-07,retail,Swoopes PLC,LBY,87
119000,2023-01-01,manufacturing,Lee SA,JAM,46
127000,2022-10-11,creative,Fix Ltd,TCA,19
193000,2022-10-11,retail,Carlucci SA,IRN,9
94000,2023-01-01,creative,Clark PLC,ATF,42
174000,2022-07-07,infrastructure,Miller International,BEN,81
146000,2022-07-07,creative,Solis SA,SLE,29
191000,2026-04-01,infrastructure,Jameson GmbH,NZL,23
160000,2021-12-31,retail,Cotton Ltd,MKD,83
53000,2021-12-31,infrastructure,Redenz Ltd,COD,84
155000,2026-04-01,creative,Butler PLC,MAF,34
27000,2023-01-01,finance,Dacosta SA,UGA,35
165000,2022-07-07,finance,Butler International,CUW,56
160000,2022-10-11,retail,Williams PLC,GGY,77
102000,2022-10-11,retail,Fahrlander PLC,GNB,74
65000,2023-01-01,retail,Williams GmbH,CMR,47
182000,2022-10-11,creative,Tes Ltd,CHL,28
113000,2022-07-07,infrastructure,Holsopple GmbH,ZMB,29
117000,2021-12-31,manufacturing,Young GmbH,TKM,3
39000,2022-10-11,retail,Romero Inc,MDV,13
44000,2022-07-07,creative,Harvilla International,DMA,84
13000,2022-10-11,retail,Scully SA,MEX,91
116000,2021-12-31,creative,Pralle International,PHL,100
96000,2022-07-07,creative,Geerdes Inc,CPV,83
53000,2026-04-01,infrastructure,Lisa International,AIA,16
100000,2022-07-07,creative,Kelley International,LBY,52
12000,2022-10-11,infrastructure,Fulmer GmbH,BWA,67
178000,2026-04-01,manufacturing,Mcneill International,SPM,1
8000,2022-10-11,manufacturing,Ellis Ltd,LBR,90
143000,2022-07-07,creative,Buchholtz SA,KAZ,93
26000,2021-12-31,retail,Knudson Inc,CUB,67
167000,2021-12-31,retail,Irwin Ltd,CYM,47
107000,2022-07-07,retail,Mcwhirt International,JOR,19
92000,2021-12-31,creative,Mckeown SA,TJK,66
33000,2026-04-01,creative,Pettigrew GmbH,CZE,74
190000,2023-01-01,retail,Labranche PLC,NZL,19
79000,2026-04-01,infrastructure,Cann Ltd,SMR,26
31000,2021-12-31,infrastructure,Lawson International,AIA,39
47000,2022-07-07,infrastructure,Davis PLC,POL,85
85000,2022-07-07,infrastructure,Carr Ltd,PRT,55
20000,2022-07-07,manufacturing,Kirby Ltd,TKL,60
20000,2026-04-01,retail,Williams Ltd,ZMB,24
148000,2023-01-01,infrastructure,Hubley Ltd,HTI,54
115000,2023-01-01,retail,Scott PLC,HMD,79
142000,2026-04-01,creative,Wilson Ltd,MAC,46
54000,2022-07-07,finance,Newton Inc,BLZ,61
163000,2022-07-07,finance,Lizarraga Inc,MMR,74
79000,2021-12-31,infrastructure,Lambert International,ALA,19
186000,2026-04-01,infrastructure,Antczak Inc,ALB,66
71000,2023-01-01,infrastructure,Lynch International,GHA,14
20000,2023-01-01,finance,Royal Inc,LBR,99
119000,2022-07-07,creative,Tirabassi SA,CPV,86
178000,2021-12-31,finance,Hatcher PLC,CHN,14
44000,2021-12-31,creative,Houck Inc,RWA,48
13000,2022-10-11,finance,Ellis GmbH,BRN,35
65000,2026-04-01,retail,Mcgrew International,HND,54
80000,2021-12-31,retail,Peco Ltd,TZA,84
196000,2023-01-01,creative,Coffey International,REU,60
90000,2022-10-11,infrastructure,Kinney PLC,BES,90
29000,2023-01-01,finance,Diekmann GmbH,AUT,2
159000,2021-12-31,creative,Burrows PLC,CHE,25
30000,2026-04-01,manufacturing,Janczewski International,GIN,30
93000,2022-10-11,creative,Noel International,GIB,100
141000,2022-10-11,infrastructure,Ward PLC,ABW,55
71000,2026-04-01,finance,Fields SA,LBN,48
59000,2023-01-01,retail,Herbert Ltd,GBR,93
108000,2023-01-01,creative,Nielsen Inc,SXM,44
14000,2023-01-01,manufacturing,Tyler GmbH,EGY,13
78000,2022-07-07,infrastructure,Portillo International,AUS,24
144000,2023-01-01,creative,Sykes PLC,MDG,57
154000,2026-04-01,manufacturing,Turner SA,KWT,9
45000,2022-07-07,finance,Cast GmbH,SGS,70
15000,2023-01-01,infrastructure,Osorno Inc,LAO,60
126000,2026-04-01,infrastructure,Adams Ltd,BWA,81
122000,2021-12-31,creative,Toyoshima GmbH,NGA,49
55000,2023-01-01,infrastructure,Thomas Ltd,GGY,48
166000,2022-10-11,finance,Estes Inc,BDI,34
151000,2021-12-31,retail,Tindell PLC,FSM,28
